tier,edit_type,edit_detail,ratio,word_a,freq_a,example_a,word_b,freq_b,example_b,decision,preferred_form,notes
review,substitution,r/n,2.7,ninyo,8,Nineke machi ninyo.,rinyo,3,Nyamandu ni lazima rinyo machi.,,,
review,substitution,e/o,1.2,nde,6,Mkapo wapo woghenda kwa nde.,ndo,5,Mufu na mnavu ndo ghuko hata machi nighelola mwanedu.,,,
review,substitution,j/k,2.7,raja,8,Nyoni iro raja wadudu wipoie.,raka,3,Mabemba reocha raka tayari.,,,
review,substitution,l/d,1.2,kwadua,5,Kwadua kukiw'oneka saa mwana mtini,kwalua,6,Kwalua fii,,,
review,substitution,i/o,2.7,ijhi,8,Ikanisa ijhi jhe kaba makofi Jiwangwagha,ijho,3,Ijho nijho irumirio,,,
review,substitution,r/i,1.8,kuiwa,4,Kuiwa kindu cha mundu ungi ni karakakara?,kurwa,7,Kuseliwe kurwa vadu va wusalama,,,
review,substitution,n/k,2.7,keki,8,Keki yawurwa.,keni,3,Oho ko mwana wani keni?,,,
review,substitution,a/i,2.7,ijha,3,Dineke ijha mbeu yako,ijhi,8,Ikanisa ijhi jhe kaba makofi Jiwangwagha,,,
review,substitution,m/r,1.2,mapema,6,Iduka jha vilole jharughwa mapema,mapera,5,mpera ghaghuduka mapera,,,
review,substitution,w/k,1.2,kasikira,6,Kasikira lufu kuche ifonyi icho,wasikira,5,Uhuu mzuri wasikira wandu wake.,,,
review,substitution,g/c,2.7,uchacha,3,Uchacha kutanya,uchagha,8,Mbaha uchagha,,,
review,substitution,k/m,1.8,chadika,4,Chumbi chadika chose,chadima,7,Na ni kii chadima chibonyo kwa hali sa iro ikaiye ya maana?,,,
review,substitution,d/w,2.7,duka,8,Duka ighembe,wuka,3,Wuka shalu shalu,,,
review,substitution,k/j,1.8,kwaja,7,Kwaja kii idimei,kwaka,4,Kwaki kwaka na machu,,,
review,substitution,k/m,2.7,kunighorie,8,Kukabusa kunighorie,munighorie,3,Mukecha mukevika munighorie niche.,,,
review,substitution,n/d,2.7,dinyo,3,Choo dinyo chofi.,ninyo,8,Nineke machi ninyo.,,,
review,substitution,r/v,1.8,nderiko,4,Ndighi nderiko.,ndeviko,7,Vaghu ndeviko wandu wawelola,,,
review,substitution,e/a,2.7,w'adeka,3,W'andu w'adeka putu chonyi dije.,w'edeka,8,w'edeka w'ibwagho sa w'ambao,,,
review,substitution,w/k,1.8,kalemwa,4,Kalemwa ni kubonya,walemwa,7,Mghadi wadabegha vindo ela walemwa ni kuvisoma.,,,
review,substitution,e/a,2.7,kupanga,8,Kichuku chikwanagha kupanga kifwa na wawa wa waka.,kupange,3,Kupange imbiri na kuw'ike magome ghikate nambai,,,
review,substitution,o/u,1.2,kudo,6,Kukaghenda idukenyi kudo kikuchu.,kudu,5,Nawekulomba mrika kunineke kudu.,,,
review,substitution,j/b,2.7,kubaa,8,Oka na kilema kubaa wushunyi ghwape.,kujaa,3,Kujaa vindo va luma lwa kesho?,,,
review,substitution,r/y,2.7,raja,8,Nyoni iro raja wadudu wipoie.,yaja,3,Koshi yaja pwaru wose.,,,
review,substitution,a/o,2.7,kubaa,8,Oka na kilema kubaa wushunyi ghwape.,kuboa,3,Waghenyi wa loli wadakutesia kuboa na kujielelwa.,,,
review,substitution,o/a,1.2,nakumoni,5,E hoku nakumoni w'ori kwaw'uya mnyonge kara kara na isi.,nokumoni,6,Luma lwa kenyi nokumoni kudekagha.,,,
review,substitution,j/g,2.7,ghe,8,Wazazi wafunya malengo ghe teseia.,jhe,3,Ikanisa ijhi jhe kaba makofi Jiwangwagha,,,
review,substitution,m/k,1.2,kizima,5,W'adia kilambo kizima.,mizima,6,Iri nguwo ni ra mishono mizima mizima.,,,
review,substitution,l/m,1.2,lila,5,Leka lila,lima,6,Wandu irandadu waenda lima mbuwa,,,
review,substitution,y/d,2.7,dada,3,Malagho ghaka mengi dada.,daya,8,Mary udeenda daya machi na ukashorodoka.,,,
review,substitution,d/w,1.2,daw'ekunda,5,Daw'ekunda kuw'aya matunda,waw'ekunda,6,Wanizera waw'ekunda kulala.,,,
review,substitution,v/n,2.7,nikaie,8,Sidima nikaie na mwai ughokie na unitirire ngolo,vikaie,3,leka vikaie na oho,,,
review,substitution,e/a,1.2,kunineka,6,Kwalegha kunineka machi oho.,kunineke,5,Nawekulomba mrika kunineke kudu.,,,
review,substitution,m/i,2.7,ivui,3,Iridia jhapo jheka ivui,mvui,8,koka mvui,,,
review,substitution,u/o,2.7,uw'o,3,Leka kubonya uw'o,uw'u,8,Ado nikii uw'u kwaw'esekia huw'u?,,,
review,substitution,h/i,1.8,ghesha,4,Hebu ghesha iro gharama rose diritumie.,ghesia,7,Magurudumu gha magare ghawo ghesia.,,,
review,substitution,r/n,1.8,naw'uya,4,Kufuma naw'uya mkongo ndokuchee kukanizighana.,raw'uya,7,Nyonyi raw'uya na matunda gheja.,,,
review,substitution,d/t,2.7,daya,8,Mary udeenda daya machi na ukashorodoka.,taya,3,Taya rarimishwa,,,
review,substitution,g/s,2.7,ndigha,8,"Dedimeghe kuwona shimba, chovu, ndigha katika mazingira ghawo",ndisha,3,Nyamandu rakundikie kupata ndisha iboie na machi.,,,
review,substitution,k/v,1.8,yaka,7,Iihi skulu yaka na mafundisho ghipoie.,yava,4,Nguku yava maghi,,,
review,substitution,u/n,2.7,nganda,8,Nganda yawuduka,uganda,3,W'ukongo ghwa Ibola ghwabwaghie w'andu w'engi nandighi Uganda.,,,
review,substitution,i/r,1.8,kaia,7,Kaia na mawono mecha kwa malagho ghose kubonyagha kudafanikilwa.,kara,4,Kara kara na mabonyo ghako,,,
review,indel,e,2.3,mda,3,Iri nyonyi raweenda mda mlacha.,meda,7,Meda na ndiwa rachua machi.,,,
review,indel,y,1.0,ndeghipoie,5,Mavuda ndeghipoie.,ndeghipoiye,5,Marwai ghawo ndeghipoiye,,,
review,indel,w,2.3,mkake,3,Mkake ni sa ngolo yake cheni.,mkwake,7,Kokala korekoghe na mndumu na mkwake nao wedevamilwa ni vitoi.,,,
review,indel,k,1.5,kuw'angwagha,6,W'omi w'amu w'avui w'akaia andu kuw'angwagha misidu ya vua.,uw'angwagha,4,Uja mka uw'angwagha Raeli ni w'aw'a.,,,
review,indel,m,1.5,chua,6,Chongonyi kwake kwa chua maghesho pacha,chuma,4,Kumuoghosha sa chuma.,,,
review,indel,',1.5,w'ukiw'a,6,Mizi imu iko na w'ukiw'a yalemwa ni kujisha w'ana w'aw'o.,w'ukiwa,4,Maw'uda ghashekeria w'ukiwa w'andunyi.,,,
review,indel,',2.3,w'asinda,3,W'andu w'asinda ikanisenyi.,wasinda,7,Wasinda njala,,,
review,indel,o,2.3,rama,3,Rama na idirisha.,raoma,7,Midi raoma,,,
review,indel,y,1.5,kukaa,6,Wangu wakundikia kukaa na mawono malazi.,kukaya,4,Maisha ghadima kukaya na wasi lakini dadima kurisima.,,,
review,indel,',2.3,w'apoilwa,3,W'apoilwa ni kilimo,wapoilwa,7,Wana wapoilwa ni kucheza mpira.,,,
review,indel,i,1.5,wona,6,Wekunda kuenda mlimenyi wende wona masaka.,wonia,4,Wonia mmbenyu wughoma,,,
review,indel,n,1.5,iekeri,4,Omoni wauza nyama ya mburi iekeri.,niekeri,6,Nienda wona mao ini niekeri kama wanidu walegha,,,
review,indel,',2.3,w'anekelo,3,W'achi w'engi w'anekelo w'ukitina ghwa isangenyi.,wanekelo,7,Kula mundu wanekelo,,,
review,indel,m,1.5,kiriba,6,Kiriba chaturuka,kirimba,4,Mdi ghoka na kirimba chimange.,,,
review,indel,i,2.3,ishairi,3,Iji ishairi jawegusia m'mbi redu.,shairi,7,Iri shairi jawejenga kikala cha mzedu.,,,
review,indel,u,2.3,nikabie,7,Kakunda kidasi nikabie mwatululi,unikabie,3,Kukabusa idukenyi ghoria me Mwakughu unikabie.,,,
review,indel,',1.5,kiw'aka,6,Oho ni wa kiw'omi angu wa kiw'aka?,kiwaka,4,Mwanida wa kiwaka wadawangwa wakesho,,,
review,indel,v,2.3,izima,3,Diwonanagha ituku izima,vizima,7,Biblia etafsirilwa kwa viteto vizima vizima.,,,
review,indel,h,1.5,lubaa,4,kwanekwa lufu lubaa,lubaha,6,Ihii nyumba eko na lukumbi lubaha gho sarigha.,,,
review,indel,n,1.5,nokumoni,6,Luma lwa kenyi nokumoni kudekagha.,okumoni,4,Waghenyi wa loli ni awaje wikubonyagha kujielelo sa okumoni.,,,
review,indel,i,2.3,misanu,3,Seji iw'onekagha iji ikosa ubonyere wadima kufungwa jela miaka misanu.,msanu,7,Isangenyi koka na wandu wikate milioni mrongo msanu.,,,
review,indel,n,2.3,kusee,3,Enda kusee kidombo kuje.,kusene,7,Kutesia wazima kwadima kureda kuboilwa kusene mfwano.,,,
review,indel,',1.5,w'aboilwagha,4,W'ana w'atini w'aboilwagha nandighi ni msarigho ghokuvisa.,waboilwagha,6,Weke mao waboilwagha shuu kuluka chungo,,,
review,indel,k,2.3,kwazoya,3,Kwazoya muda,wazoya,7,Mwana wazoya kuavua,,,
review,indel,k,1.0,kukaiye,5,Dawekuwanga kukaiye mghenyi wa ishima kwa msoro ghodu nakesho.,ukaiye,5,Mndu wadima ukaiye Mwisilamu amu Mkristo na usekaiye na irumiro jhingi,,,
review,indel,y,2.3,kiwacheni,3,Navadilwa kiwacheni,kiwachenyi,7,Wana wawecheza kiwachenyi,,,
review,indel,k,2.3,kusene,7,Kutesia wazima kwadima kureda kuboilwa kusene mfwano.,usene,3,Uo mka mghosi osighwa mkiw'a usene hata enye.,,,
review,indel,u,2.3,mda,3,Iri nyonyi raweenda mda mlacha.,muda,7,Tumia muda na familia yako,,,
review,indel,u,1.5,huru,6,Muisanga uhuu waboilwa ni kusighwa huru.,uhuru,4,Muisanga uhuu wadapigania uhuru wa mzedu.,,,
review,indel,r,1.0,ibirie,5,Shimba ni nyamandu ibirie,ribirie,5,koshi ribirie ranirashuye mvuto ghwapo ghwa chopwa.,,,
review,indel,y,2.3,ionge,3,Funguonyi ngache ionge.,iyonge,7,Wadukwa iyonge.,,,
review,indel,k,1.5,kupoiye,6,Chuo kibaa ni andu kupoiye kushoma,upoiye,4,Mwanafunzi upoiye ni uja uko na tabia ripoiye na ishima ja hali ya ighu,,,
review,indel,w,2.3,ghachika,3,Maghi ana ghachika.,ghwachika,7,Mnyango ghwachika.,,,
review,indel,l,1.0,kusea,5,Olrelegha kusea basinyi.,kusela,5,Koshi yadapoilwa ni kusela.,,,
review,indel,k,2.3,kunikabie,7,Kevika kunikabie mwatulituli,unikabie,3,Kukabusa idukenyi ghoria me Mwakughu unikabie.,,,
review,indel,m,2.3,kishomo,7,Wandu wekundikia wizingatie kishomo.,kishoo,3,Mbewa ikatoa kishoo ndeilekagha.,,,
review,indel,',1.0,w'achilu,5,W'ana wirangane kizungu na w'achilu w'araw'angwa chotara.,wachilu,5,Namanya ngolo yako ekunda kumkabe uja mdawana wachilu,,,
review,indel,v,2.3,ogha,7,Kaenda Mombasa na kwende baharinyi kwa ogha na machi gha chumbi,vogha,3,Wedekanga vogha,,,
review,indel,n,2.3,ereka,7,Kala ereka ngasu kulowolwa ni mkoloni.,nereka,3,Nereka nikibonya kazi ra nyumbenyi iji w'agjen yu w'apo w'erecheeniroghua.,,,
review,indel,w,2.3,ghadika,7,Machi ghadika.,ghwadika,3,Machi ghwadika,,,
review,indel,o,1.5,che,6,Ghenda kulole chaghu che bonya,cheo,4,Wojoswa cheo.,,,
review,indel,u,2.3,ogha,7,Kaenda Mombasa na kwende baharinyi kwa ogha na machi gha chumbi,oghua,3,Wamola oghua sufuria mbishi,,,
review,indel,e,1.0,iembe,5,Iembe jewoa,imbe,5,Mae wafwa imbe.,,,
review,indel,a,1.5,chao,4,Chao ichi cheko na malagho ghipoie.,cho,6,Cho dije dadeka mswara na mnavu.,,,
review,indel,o,1.0,deja,5,Iguo deja mswara na mbogha ra kizenya na supu ya nguku.,odeja,5,Wakesho odeja marughu ikumi na awi.,,,
review,indel,u,2.3,kaenda,3,Kaenda Mombasa na kwende baharinyi kwa ogha na machi gha chumbi,ukaenda,7,Mndwaw'omi wako onywa chofi ukaenda nyumbenyi.,,,
review,indel,w,2.3,obia,7,Mka wako obia,wobia,3,"Manga wobia, ndousingie",,,
review,indel,k,1.5,kukaa,6,Wangu wakundikia kukaa na mawono malazi.,kukaka,4,Kukaka na momu nde kukaiagha muda mlacha.,,,
review,indel,e,1.5,cheo,4,Wojoswa cheo.,cho,6,Cho dije dadeka mswara na mnavu.,,,
review,indel,k,1.5,aka,6,Aka oko mkongo sana.,kaka,4,Nyumba ya kaka erew'ada modo.,,,
review,indel,e,1.5,che,6,Ghenda kulole chaghu che bonya,chee,4,Kufuma ni chee hata linu nde wibore,,,
review,indel,e,1.5,elima,4,Elima yadima kughalusa maisha.,lima,6,Wandu irandadu waenda lima mbuwa,,,
review,indel,a,1.5,ose,6,Mngulu wape ose ononeka kuzoyenyi kwa kimu chekuw'ida.,osea,4,Mwana wa chovu osea kidombo na maghu ghape gha nanyuma ghiko na ndighi.,,,
review,indel,o,2.3,andika,3,Andika andu kumu maza ra mana,oandika,7,Mruna oandika w'andu w'emlindia.,,,
review,indel,n,1.5,ibonye,4,Skulu hii yawetima ibonye ncha sana.,nibonye,6,Nifundishe seji ifwane nibonye.,,,
review,indel,',1.5,viw'i,6,Odumbua kitambaa cha naisi eri vikaie viw'i..,viwi,4,Eghwa nuo mwandiki wa ivi vvuo viwi.,,,
review,indel,',2.3,waw'esarigha,3,Mwana waw'esarigha na w'ambao,wawesarigha,7,Wana wawesarigha kiwachenyi,,,
review,indel,r,2.3,ilue,3,Iyo meza eka ilue efwana ifuto.,rilue,7,Mfuo nguw'o rose rilue kifulanguw'o,,,
review,indel,n,1.0,ichagha,5,Aba udadamba njumwa ichagha,nichagha,5,Nichagha luma lwa kesho,,,
review,indel,u,2.3,mche,3,Mche shaw'ori eri disekechelewa.,muche,7,Niko naghamba muche na mayo na ndeo di dede kesi,,,
review,indel,w,2.3,adamu,3,Shimba radaja w`adamu pia,wadamu,7,Ngolo ra wadamu rakucha ngonde.,,,
review,indel,i,1.0,dighore,5,Sukuma neichi kwa kidawida dadatumia sukuma dighore dadawanga tu sukuma niecheni ditumia ijo irina.,dighorie,5,Dighorie wuwiwi ughu ghwadipata kwa wundu ghwa indoki?,,,
review,indel,w,1.5,abaa,4,Abaa wapo,wabaa,6,Wanake wefeana kuneka ishima wandu wabaa,,,
review,indel,w,2.3,osigha,7,Osigha iyo kazi angu mando mengi ndew'inekwagha mafungu.,osighwa,3,Osighwa uekeri.,,,
review,indel,w,1.5,kasikira,6,Kasikira lufu kuche ifonyi icho,kwasikira,4,Kwasikira firimbi ikikabwa,,,
review,indel,',2.3,msaw'i,7,Mae ni msaw'i.,msawi,3,Msawi ndeunagha w'waya.,,,
review,indel,r,2.3,oghua,3,Wamola oghua sufuria mbishi,roghua,7,Neenda roghua wawa wapo nikamdwaia mbogha.,,,
review,indel,k,2.3,kudimagha,3,Andu kudimagha kutumika kwa chia rinughiagha.,udimagha,7,Ndeuko mzima udimagha kudeka vindo visingie sa ivi.,,,
review,indel,i,1.0,kusela,5,Koshi yadapoilwa ni kusela.,kuselia,5,Naboilwa ni kuselia mwanedu m'baa.,,,
review,indel,k,2.3,kudeke,7,Kora modo kudeke,udeke,3,Jose waw'edumbua nyama udeke,,,
review,indel,a,1.0,ando,5,Skulu mbaa ni ando kupoie koshomia.,ndo,5,Mufu na mnavu ndo ghuko hata machi nighelola mwanedu.,,,
review,indel,k,1.5,siko,4,Siko tayari nikulaghashe angu konikata.,sio,6,Hata idana nko moyo ela sio ini.,,,
review,indel,k,2.3,kwaro,3,Rikavika saa ikumi na imweri kwaro nafuma.,waro,7,Pusi otoroka mndu waro.,,,
review,indel,i,1.5,kukota,4,Kuwa midi kwawetesia na kupoisa pia kukota msangagha kwareda malagho mengi pia machi ghalaghaya ndeghiwewoneka,kukotia,6,Kusesowe kukotia makoto,,,
review,indel,u,1.5,kabonya,6,Kuhee kabonya kaung'a,ukabonya,4,ukabonya,,,
review,indel,o,1.0,ghua,5,Naenda ghua Mwemba,ghuao,5,Mzi mbaa ghwa Kenya ni ghuao?,,,
review,indel,i,1.5,chao,4,Chao ichi cheko na malagho ghipoie.,chiao,6,Kiwacha chiao wana wapo?.,,,
review,indel,n,2.3,ikakaia,7,Olow'olwa ni mkichuku ikakaia suti mburi ifunyo kizongona.,nikakaia,3,Nikakaia nisew'usire maghu kutini najighwa ni kiw'onu.,,,
review,indel,l,1.0,lukaso,5,Lukaso lwako,ukaso,5,Bwana ukaso,,,
review,indel,',1.0,w'atumia,5,Kawaida w'andu w'atumia magome ghaw'o ghose w'iw'ikie nambai ngelo ra Krismasi.,watumia,5,Watumia isoka kubara mbande,,,
review,indel,s,1.0,ichagha,5,Aba udadamba njumwa ichagha,sichagha,5,Sichagha idime niacha law'uke,,,
review,indel,i,1.5,minjwa,6,Minjwa yanidunga,mnjwa,4,Wodedungwa ni mnjwa.,,,
review,indel,a,1.5,aghia,6,Aghia irughudia.,ghia,4,"Na ngera kama niwupande ghobonya kama zoghori huwu wakati wandu wawa vindo vawo, mwauzira masanga ghia na ghia?",,,
review,indel,k,2.3,kughuo,7,Mao odekuzera kwende kughuo wusiku na wusiku,ughuo,3,Uhu usewadie lufu ndeuze nguwo yake ughuo lufu.,,,
review,indel,',2.3,naw'elola,7,Naw'elola mdumiki ukaie nyumbenyi kwapo.,nawelola,3,Nawelola mtesia wa nyumbenyi.,,,
review,substitution,j/m,1.0,deja,5,Iguo deja mswara na mbogha ra kizenya na supu ya nguku.,dema,5,Naenda dema isaka,,,
review,substitution,b/v,1.5,mbi,4,Wadawana kw wai wepaswa kulindia mbi ghwawo kwa kuwa ni mzi ghwa Mlungu,mvi,6,Mvi ukakakukotia makoto yekundika kutumbulie kwa wumboa.,,,
review,substitution,i/e,1.0,dema,5,Naenda dema isaka,dima,5,Kazi kwa bidii ya dima kureda marasimio mabaa.,,,
review,substitution,v/d,2.3,ghadika,7,Machi ghadika.,ghavika,3,Mwengere ghwa iruwa ghavika aha.,,,
review,substitution,j/y,1.5,jadafunya,4,Kila ituku jadafunya wulalo ghobonya wuzima kwa wambedu.,yadafunya,6,Nyerinyeri yadafunya mwengere ghwa nakio.,,,
review,substitution,d/n,1.5,dipate,6,Ima dipate mawughanga aha mzedu,nipate,4,Nawkunda nipate magome,,,
review,substitution,a/e,2.3,ndouna,7,Mao ndouna magome ghenishomesha,ndoune,3,Hata ndoune ngunya.,,,
review,substitution,d/n,2.3,dikafuma,3,Diwonana kesho dikafuma mbuwenyi.,nikafuma,7,Nikafuma skuli naw'eenda nyumbenyi,,,
review,substitution,p/b,1.5,kuboiye,4,Njama iboie yadima kughalusa wurumwengu kukaiya andu kuboiye.,kupoiye,6,Chuo kibaa ni andu kupoiye kushoma,,,
review,substitution,e/a,1.5,nibonya,4,Ukakaia usenitumbulie ngera nibonya wa'da,nibonye,6,Nifundishe seji ifwane nibonye.,,,
review,substitution,w/y,1.5,waw'uya,6,Ukakakongoma kumanye waw'uya mkongo.,yaw'uya,4,Yaw'uya sughuswa nandighi.,,,
review,substitution,n/w,2.3,nalemwa,3,Nalemwa kurughua mnyango,walemwa,7,Mghadi wadabegha vindo ela walemwa ni kuvisoma.,,,
review,substitution,e/a,1.0,w'afwa,5,W'andu w'afwa na njala na makongo ghishekerelwagha ni njala kila mwaka.,w'efwa,5,W'anyinyi w'ose w'efwa madu,,,
review,substitution,d/k,2.3,wuda,7,Isanga jedu ndedine wuda,wuka,3,Wuka shalu shalu,,,
review,substitution,i/a,1.5,bula,6,Awongo udeniguya bula wa chilu.,buli,4,Nidedungiria chai cha modo kwa buli.,,,
review,substitution,v/b,1.5,mbua,6,Mbvua yake yawerucha pagha/ Msanga mbua,mvua,4,Mvua yenya.,,,
review,substitution,u/a,1.5,kalemwa,4,Kalemwa ni kubonya,kulemwa,6,Lukundo lwa loli ndoludimagha kulemwa.,,,
review,substitution,n/d,1.5,dimanye,6,Yakundikie dimanye ni ani waw'iadineka amri.,nimanye,4,Kama kusedimagha kunighorie nimanye,,,
review,substitution,h/s,1.0,kuhea,5,Kuhea na kufuilwa w'ughoma.,kusea,5,Olrelegha kusea basinyi.,,,
review,substitution,s/j,1.5,jiko,6,Igho jiko moyo na iyo mbari ya wueli.,siko,4,Siko tayari nikulaghashe angu konikata.,,,
review,substitution,c/g,1.5,chiseko,4,Ndechiko kilambo chingi chiseko suti kwa kureda maghaluso.,ghiseko,6,Magare ghiseko nicha ndeghifwane kuendeshwa.,,,
review,substitution,d/v,2.3,ndediko,3,Ndediko na hachi,ndeviko,7,Vaghu ndeviko wandu wawelola,,,
review,substitution,u/w,1.5,gua,6,Mao waenda gua mbogha kinyangeyi.,gwa,4,Mchezo gwa moira ghwa mindi ghwmanyikie,,,
review,substitution,b/d,1.5,abo,4,Nadema mudi gha abo ghuko modenyi,ado,6,Ado bengi ya w'urumwengu eko isanga jiao?,,,
review,substitution,d/z,2.3,vidima,3,Vichula vidima kukaia na lwaka lughokie.,vizima,7,Biblia etafsirilwa kwa viteto vizima vizima.,,,
review,substitution,a/i,1.5,w'usira,6,W'usira chongo,w'usiri,4,Sufuria eka na w'usiri,,,
review,substitution,i/b,2.3,mkabe,3,Mkabe na rungu noko icho kitoi,mkaie,7,Namvoya w'anedu mkaie sa iji koni niko.,,,
review,substitution,y/w,2.3,wazoya,7,Mwana wazoya kuavua,yazoya,3,Iji ndoe yazoya kuela,,,
review,substitution,k/m,2.3,w'ikanye,3,Oresekwa ni w'andu w'ikanye kavui.,w'imanye,7,"Kedi w'ei kaw'ona wikunde w'iide mitihani, ni suti w'imanye ivo viteto",,,
review,substitution,l/m,1.0,lila,5,Leka lila,mila,5,Isanga iji jeko na mila riboie.,,,
review,substitution,r/y,1.0,ralaghaya,5,Stima ralaghaya.,yalaghaya,5,"Dighore isanga ja badilika kwa wundu mruke ghwazidi, vua yalaghaya, vindo pia valaghaya.",,,
review,substitution,e/i,2.3,neenda,3,Neenda roghua wawa wapo nikamdwaia mbogha.,nienda,7,Naweghenda mbuwenyi nienda lola mbogha na wijomba veja lumalwakenyi.,,,
review,substitution,d/l,2.3,wademwa,3,Mkeku uja wademwa ni ighembe ukiala.,walemwa,7,Mghadi wadabegha vindo ela walemwa ni kuvisoma.,,,
review,substitution,h/y,2.3,haja,7,Sine haja na njau.,yaja,3,Koshi yaja pwaru wose.,,,
review,substitution,y/n,2.3,nasighwa,7,Nasighwa kutingini,yasighwa,3,Yasighwa ngelo vui.,,,
review,substitution,o/u,2.3,kuonda,7,"Nameria kuonda mariwa,yanifwana nighale mzedu.",kuunda,3,W'abonyi zoghori w'aralipa kodi kwa kaunti ya Daw'ida imbiri ya serikali kuunda kaunti.,,,
review,substitution,u/o,2.3,olow'oa,3,Olow'oa ikokolo ja mka ughosere putu,olow'ua,7,Mdaw'ana olow'ua icho,,,
review,substitution,w/n,1.5,nalaghasha,4,Nalaghasha chuo chapo,walaghasha,6,Walaghasha ndagha yape,,,
review,substitution,e/a,2.3,wasinda,7,Wasinda njala,wasinde,3,Wasinde legha sena wacha kangia,,,
review,substitution,o/i,1.5,wawelila,6,Mwanake mtini wawelila,wawelola,4,Wamrika wawelola vaghu,,,
review,substitution,k/v,1.5,kifurute,4,Cheko kifurute chighokie,vifurute,6,Kimu cha vifurute.,,,
review,substitution,c/g,2.3,chedeka,3,Charo chapo chedeka kilacha na chechokesha,ghedeka,7,Mavuda ghedeka.,,,
review,substitution,a/i,1.5,panana,6,Wandu wose wikunda kukaia panana.,pinana,4,Nidambishe pinana.,,,
review,substitution,r/s,2.3,maranu,3,Jeko ilaghoki mundu kufuma mzawo na uende uwike maranu ghake,masanu,7,Neka kula umweri maghana ghake masanu.,,,
review,substitution,c/g,1.5,w'echua,4,Nio mana w'eke matee w'echua kii.,w'eghua,6,W'eghua mabamba maw'ishi.,,,
review,substitution,z/s,2.3,visima,3,Visima veka kila andu.,vizima,7,Biblia etafsirilwa kwa viteto vizima vizima.,,,
review,substitution,d/i,1.5,kudwa,6,Kusekeliwa kudwa isanduku jako cha vindo va nadime,kuiwa,4,Kuiwa kindu cha mundu ungi ni karakakara?,,,
review,substitution,i/a,2.3,masanu,7,Neka kula umweri maghana ghake masanu.,misanu,3,Seji iw'onekagha iji ikosa ubonyere wadima kufungwa jela miaka misanu.,,,
review,substitution,m/w,2.3,mucha,3,Mlungu ni mucha.,wucha,7,Mlungu wadneka wucha na wubanana.,,,
review,substitution,a/u,1.0,w'aasi,5,W'utesia ghwa w'aasi ghodumbulwa.,w'uasi,5,Sikunde w'uasi ghungi na oho.,,,
review,substitution,w/y,1.0,warima,5,Mwatulituli warima.,yarima,5,Taa yarima.,,,
review,substitution,n/y,2.3,nekoghe,7,Nekoghe mlindiri,yekoghe,3,Safari yeenda mbugenyi yekoghe yesisimua saana,,,
review,substitution,m/p,2.3,mwari,7,Mterengo ghwasighwa ghwari/mwari,pwari,3,Ngelo ya pwari na ya sumesu.,,,
review,substitution,y/r,2.3,raka,3,Mabemba reocha raka tayari.,yaka,7,Iihi skulu yaka na mafundisho ghipoie.,,,
review,substitution,i/u,2.3,venyi,3,Venyi,venyu,7,Dichatesia vipughi venyu vose.,,,
review,substitution,i/e,2.3,dedeka,7,Isi dedeka ni wandu weshoma.,dideka,3,Iguo dideka na waghenyu kufuma nairobi.,,,
review,substitution,w/n,1.5,nibonye,6,Nifundishe seji ifwane nibonye.,wibonye,4,Kutesia agha malagho ghiseendelie kukaiya huwo wandu wadima wibonye wada?,,,
review,substitution,a/e,2.3,kusena,3,Kwaki kusena ishima oho?,kusene,7,Kutesia wazima kwadima kureda kuboilwa kusene mfwano.,,,
review,substitution,a/u,1.5,pasi,4,Ishati jakabwa pasi,pusi,6,Pusi yafwa,,,
review,substitution,a/u,2.3,mda,3,Iri nyonyi raweenda mda mlacha.,mdu,7,Matuku ghose mdu wadima kuzoya wuwishi.,,,
review,substitution,o/e,2.3,ghedeka,7,Mavuda ghedeka.,ghodeka,3,Mwaka ghusirie ghodeka elifu iw'i mrongo idadu,,,
review,substitution,e/a,1.0,nasinda,5,Nasinda pinana.,nesinda,5,Nasukwa hata nesinda sughusika.,,,
review,substitution,n/d,2.3,dekoghe,3,Dekoghe na maza nyingi kufuma luma lwa kesho.,nekoghe,7,Nekoghe mlindiri,,,
review,substitution,n/j,2.3,kwaja,7,Kwaja kii idimei,kwana,3,Dedeka dikwane lakini ndediche kwana,,,
review,substitution,w/j,1.0,najo,5,Dwa Irina kuenda najo sa ngao.,nawo,5,Nawo wichapata ndighi mbishi.,,,
review,substitution,m/i,1.5,icha,4,Dibora chumbo ilinga njumwa icha ikanisenyi?,mcha,6,Aba mlungu Koko mcha na kwaine wughoma.,,,
review,substitution,a/i,2.3,w'akunde,7,W'aja w'andu w'akunde w'ada?,w'ikunde,3,W'eeka w'ikunde kunirashua.,,,
review,substitution,m/k,1.5,kwaw'uka,6,Kwaw'uka mana?,mwaw'uka,4,Mwaw'uka mkasinda mana?,,,
review,substitution,k/j,2.3,yaja,3,Koshi yaja pwaru wose.,yaka,7,Iihi skulu yaka na mafundisho ghipoie.,,,
review,substitution,m/u,1.5,mcha,6,Aba mlungu Koko mcha na kwaine wughoma.,ucha,4,Ucha ghudishwa,,,
review,substitution,e/o,2.3,gherekoghe,3,Gherekoghe gha loli.,ghorekoghe,7,Ghorekoghe mdi ghumweri ghwa rangi ya ndoe ghuomie.,,,
review,substitution,r/n,2.3,nanyelwa,3,Nanyelwa ni vua,ranyelwa,7,Nguwo rose ranyelwa ni vua,,,
