row,original_text,original_word,corrected_word,source
17283,Makaji gha kidaw'ida ghesinga na rangi,kidaw'ida,kidawida,apostrophe_rule
17285,ogha w'ushu nama kukushinge mavuda,w'ushu,wushu,apostrophe_rule
17286,Kusekimbirie kulow'olwa kusevikie miaka,kulow'olwa,kulowolwa,apostrophe_rule
17290,Sufuria eturuka yaw'etonyeria modo machi.,yaw'etonyeria,yawetonyeria,apostrophe_rule
17292,Kwaki kwaw'esinda kulale na isaka jabuka mbuwenyi?,kwaw'esinda,kwawesinda,apostrophe_rule
17294,Kusesow'e andu kodekia mgulu.,Kusesow'e,Kusesowe,apostrophe_rule
17295,W'adaw'ida w'a mbololo w'eka na zua,W'adaw'ida,Wadawida,apostrophe_rule
17295,W'adaw'ida w'a mbololo w'eka na zua,w'a,wa,apostrophe_rule
17295,W'adaw'ida w'a mbololo w'eka na zua,w'eka,weka,apostrophe_rule
17296,Ghenda kukore iriko ja maka niw'ikirie mgulu.,ja,jha,confirmed_correction
17296,Ghenda kukore iriko ja maka niw'ikirie mgulu.,niw'ikirie,niwikirie,apostrophe_rule
17297,Chia esea modenyi yaw'ezondoloka tiki,yaw'ezondoloka,yawezondoloka,apostrophe_rule
17299,Naw'emualika kuramka kawi kwa ngua elima,Naw'emualika,Nawemualika,apostrophe_rule
17300,Mzokoi ghusena ata tindi ndeghusingie,ata,hata,confirmed_correction
17301,Chughu rachua pacha mbuw'enyi,mbuw'enyi,mbuwenyi,apostrophe_rule
17306,Itangi iji ibaha ja machi jebarwa ni chovu,ja,jha,confirmed_correction
17308,Naw'enda changhunyi mdekie w'ana w'apo uji,Naw'enda,Nawenda,apostrophe_rule
17308,Naw'enda changhunyi mdekie w'ana w'apo uji,w'ana,wana,apostrophe_rule
17308,Naw'enda changhunyi mdekie w'ana w'apo uji,w'apo,wapo,apostrophe_rule
17309,Ado nikii uw'u kwaw'esekia huw'u?,uw'u,uwu,apostrophe_rule
17309,Ado nikii uw'u kwaw'esekia huw'u?,kwaw'esekia,kwawesekia,apostrophe_rule
17309,Ado nikii uw'u kwaw'esekia huw'u?,huw'u,huwu,apostrophe_rule
17310,W'uchafu ghwadaniw'asira w'unyanyi ini.,W'uchafu,Wuchafu,apostrophe_rule
17310,W'uchafu ghwadaniw'asira w'unyanyi ini.,ghwadaniw'asira,ghwadaniwasira,apostrophe_rule
17310,W'uchafu ghwadaniw'asira w'unyanyi ini.,w'unyanyi,wunyanyi,apostrophe_rule
17316,Kusetime kunikimbirisha huw'u nwao kubonye w'ukelu,huw'u,huwu,apostrophe_rule
17316,Kusetime kunikimbirisha huw'u nwao kubonye w'ukelu,w'ukelu,wukelu,apostrophe_rule
17318,Kusekeghosiria kenyu lola mundu ukulow'uo,ukulow'uo,ukulowuo,apostrophe_rule
17321,W'andu w'ose w'imtase Bwana,W'andu,Wandu,apostrophe_rule
17321,W'andu w'ose w'imtase Bwana,w'ose,wose,apostrophe_rule
17321,W'andu w'ose w'imtase Bwana,w'imtase,wimtase,apostrophe_rule
17324,Naw'eenda lola mwana shighadinyi.,Naw'eenda,Naweenda,apostrophe_rule
17326,W'aghenyi w'apo w'aw'enibonyera njama yenikaba,W'aghenyi,Waghenyi,apostrophe_rule
17326,W'aghenyi w'apo w'aw'enibonyera njama yenikaba,w'apo,wapo,apostrophe_rule
17326,W'aghenyi w'apo w'aw'enibonyera njama yenikaba,w'aw'enibonyera,wawenibonyera,apostrophe_rule
17327,Ni nicha loli kuneka mwana iembe jisew'urue?,jisew'urue,jisewurue,apostrophe_rule
17328,Agha matuku w'alodi w'a tee ni w'engi,w'alodi,walodi,apostrophe_rule
17328,Agha matuku w'alodi w'a tee ni w'engi,w'a,wa,apostrophe_rule
17328,Agha matuku w'alodi w'a tee ni w'engi,w'engi,wengi,apostrophe_rule
17329,Ini naw'eobua kughenda nieka nakio.,naw'eobua,naweobua,apostrophe_rule
17330,Oho kwaw'ekunda kii aha?,kwaw'ekunda,kwawekunda,apostrophe_rule
17331,W'uka kuduke mbande rako kughale mzenyu.,W'uka,Wuka,apostrophe_rule
17332,W'andu w'adaenda ikanisenyi ituku ja sabato,W'andu,Wandu,apostrophe_rule
17332,W'andu w'adaenda ikanisenyi ituku ja sabato,w'adaenda,wadaenda,apostrophe_rule
17332,W'andu w'adaenda ikanisenyi ituku ja sabato,ja,jha,confirmed_correction
17333,Daw'enda noko kimono dendaneka mao lufu.,Daw'enda,Dawenda,apostrophe_rule
17337,W'inga nyonyi riseje mwemba,W'inga,Winga,apostrophe_rule
17339,Daw'ona w'andu w'ikivina nyumbenyi kwa Grace,Daw'ona,Dawona,apostrophe_rule
17339,Daw'ona w'andu w'ikivina nyumbenyi kwa Grace,w'andu,wandu,apostrophe_rule
17339,Daw'ona w'andu w'ikivina nyumbenyi kwa Grace,w'ikivina,wikivina,apostrophe_rule
17340,Choo aha shwa w'ori nikudume,w'ori,wori,apostrophe_rule
17342,Kuseghore kiw'iw'i kwa mundu angu musew'esikirana?,kiw'iw'i,kiwiwi,apostrophe_rule
17342,Kuseghore kiw'iw'i kwa mundu angu musew'esikirana?,musew'esikirana,musewesikirana,apostrophe_rule
17343,Naw'ekunda nikuneke marughu.,Naw'ekunda,Nawekunda,apostrophe_rule
17344,Ughu w'uli ni ghwa ani ghuko na w'adudu,w'uli,wuli,apostrophe_rule
17344,Ughu w'uli ni ghwa ani ghuko na w'adudu,w'adudu,wadudu,apostrophe_rule
17345,Mundu usemanyagha maandiko waw'emkosera mlungu,waw'emkosera,wawemkosera,apostrophe_rule
17348,Ndew'idedanya na mndwaw'omi wapo,Ndew'idedanya,Ndewidedanya,apostrophe_rule
17348,Ndew'idedanya na mndwaw'omi wapo,mndwaw'omi,mndwawomi,apostrophe_rule
17350,Neka na w'ana w'a w'aka w'aw'i na w'awomi w'aw'i,w'ana,wana,apostrophe_rule
17350,Neka na w'ana w'a w'aka w'aw'i na w'awomi w'aw'i,w'a,wa,apostrophe_rule
17350,Neka na w'ana w'a w'aka w'aw'i na w'awomi w'aw'i,w'aka,waka,apostrophe_rule
17350,Neka na w'ana w'a w'aka w'aw'i na w'awomi w'aw'i,w'aw'i,wawi,apostrophe_rule
17350,Neka na w'ana w'a w'aka w'aw'i na w'awomi w'aw'i,w'awomi,wawomi,apostrophe_rule
17350,Neka na w'ana w'a w'aka w'aw'i na w'awomi w'aw'i,w'aw'i,wawi,apostrophe_rule
17351,Kosinda kota vina dii idime huw'u kwasilwa saki?,huw'u,huwu,apostrophe_rule
17354,Vindo vaw'urwa w'uka kuje,vaw'urwa,vawurwa,apostrophe_rule
17354,Vindo vaw'urwa w'uka kuje,w'uka,wuka,apostrophe_rule
17355,Ini sikundagha kuvavirwa ngolo huw'u,huw'u,huwu,apostrophe_rule
17356,Mundu wa w'omi wapo oka na mka mzima cha shighadi,w'omi,womi,apostrophe_rule
17357,Kwawe'nda hao mwanidu kwaela huw'u?,Kwawe'nda,Kwawenda,apostrophe_rule
17357,Kwawe'nda hao mwanidu kwaela huw'u?,huw'u,huwu,apostrophe_rule
17358,W'ele aw'ai koko andenyi kwanyama huw'u?,W'ele,Wele,apostrophe_rule
17358,W'ele aw'ai koko andenyi kwanyama huw'u?,aw'ai,awai,apostrophe_rule
17358,W'ele aw'ai koko andenyi kwanyama huw'u?,huw'u,huwu,apostrophe_rule
17360,Sikunde vilunganya vako w'uya mzenyu,w'uya,wuya,apostrophe_rule
17362,Mwana Wasai kwalow'olo lii kuko na kifu?,kwalow'olo,kwalowolo,apostrophe_rule
17364,Kwasikiriagha chumbo riao ra kidawi'da?,kidawi'da,kidawida,apostrophe_rule
17366,Malagho ghaka mengi ata naliw'a kukuroghua,ata,hata,confirmed_correction
17366,Malagho ghaka mengi ata naliw'a kukuroghua,naliw'a,naliwa,apostrophe_rule
17367,Kukakaenda kumarie kufunye mghenyi wako muende mw'ose,mw'ose,mwose,apostrophe_rule
17369,Kusekenilola sena kama koka na menya huw'o,huw'o,huwo,apostrophe_rule
17371,Mwachofi okaba mkake ikwau ngonde ra w'ushu,w'ushu,wushu,apostrophe_rule
17372,Kama kunikunde loli kunilowu'o na harusi,kunilowu'o,kunilowuo,apostrophe_rule
17373,Ghenda kuzere apa mbew'a yaw'uadwa ni luzi,mbew'a,mbewa,apostrophe_rule
17373,Ghenda kuzere apa mbew'a yaw'uadwa ni luzi,yaw'uadwa,yawuadwa,apostrophe_rule
17383,Mwamerea kuw'ikiria nyumba mabamba?,kuw'ikiria,kuwikiria,apostrophe_rule
17384,Koshi ra w'eke Charity raw'uya mbaa.,w'eke,weke,apostrophe_rule
17384,Koshi ra w'eke Charity raw'uya mbaa.,raw'uya,rawuya,apostrophe_rule
17387,Kuramka naw'eenda marikonyi Kishushe,naw'eenda,naweenda,apostrophe_rule
17388,Naw'eenda w'ona Mwangoe olala mkongo,Naw'eenda,Naweenda,apostrophe_rule
17388,Naw'eenda w'ona Mwangoe olala mkongo,w'ona,wona,apostrophe_rule
17391,Nakukunde shuu ata ndedidimagha kusighana,ata,hata,confirmed_correction
17392,Neghua mbuw'a imu ihi yew'uya ndini,mbuw'a,mbuwa,apostrophe_rule
17392,Neghua mbuw'a imu ihi yew'uya ndini,yew'uya,yewuya,apostrophe_rule
17393,Idime naw'ona niende ikanisenyi maana kafwani siendie,naw'ona,nawona,apostrophe_rule
17394,Neshoma ilagho ja imbiri.,ja,jha,confirmed_correction
17395,Misarigho ya w'ana sukulu raw'ezoya ikesho.,w'ana,wana,apostrophe_rule
17395,Misarigho ya w'ana sukulu raw'ezoya ikesho.,raw'ezoya,rawezoya,apostrophe_rule
17397,Kwadia mariw'a putu na iyo mindi yako,mariw'a,mariwa,apostrophe_rule
17398,Ola chai chadika kedi kwaw'ezighana mwatulituli.,kwaw'ezighana,kwawezighana,apostrophe_rule
17403,Tindi rejoka bei shuu ata nderiguikagha,ata,hata,confirmed_correction
17405,Iridia jako jaw'uya ilacha.,jaw'uya,jawuya,apostrophe_rule
17407,Uhu mwana waw'ekaba ngemi.,waw'ekaba,wawekaba,apostrophe_rule
17408,huw'u kubonya kii angu kwameria sukulu?,huw'u,huwu,apostrophe_rule
17409,Naw'ekunda kuenda njumonyi itakoni.,Naw'ekunda,Nawekunda,apostrophe_rule
17410,Moda ghwachua machi ata ndeghuidikagha,ata,hata,confirmed_correction
17411,Wakio wakufungue mwana wake wa wo'mi ikwau,wo'mi,womi,apostrophe_rule
17412,Kwakii nguw'o ra mwana ranyelwa mukoaeni ainyaa?,nguw'o,nguwo,apostrophe_rule
17415,Lukuw'a lwakaba tiki ata sidimagha kufuma shighadi,Lukuw'a,Lukuwa,apostrophe_rule
17415,Lukuw'a lwakaba tiki ata sidimagha kufuma shighadi,ata,hata,confirmed_correction
17417,Uw'u vua ndeinyee?,Uw'u,Uwu,apostrophe_rule
17419,Koniredia w'uli ghuchukie na nakunekie magome,w'uli,wuli,apostrophe_rule
17421,Naw'amlombia mchulo ni kulumanya lukundo lwa bwana,Naw'amlombia,Nawamlombia,apostrophe_rule
17422,H'uwu mayo ndekufundishire kuroghua w'abaa w'ako?,H'uwu,Huwu,apostrophe_rule
17422,H'uwu mayo ndekufundishire kuroghua w'abaa w'ako?,w'abaa,wabaa,apostrophe_rule
17422,H'uwu mayo ndekufundishire kuroghua w'abaa w'ako?,w'ako,wako,apostrophe_rule
17423,Apa ow'uya kwa muzi ghwake ghwa koni kala,ow'uya,owuya,apostrophe_rule
17424,Ini siw'ew'uya mzinyi kedu.,siw'ew'uya,siwewuya,apostrophe_rule
17425,W'aka waghosi ndew'idima kuva.,W'aka,Waka,apostrophe_rule
17425,W'aka waghosi ndew'idima kuva.,ndew'idima,ndewidima,apostrophe_rule
17427,Modo ghwa stima ghoidia mbuw'enyi mzedu,mbuw'enyi,mbuwenyi,apostrophe_rule
17430,Kwaw'eenda hao wele?,Kwaw'eenda,Kwaweenda,apostrophe_rule
17432,W'ika mwana w'ulinyi ulale,W'ika,Wika,apostrophe_rule
17432,W'ika mwana w'ulinyi ulale,w'ulinyi,wulinyi,apostrophe_rule
17433,W'ana watini w'akundo ni jesu,W'ana,Wana,apostrophe_rule
17433,W'ana watini w'akundo ni jesu,w'akundo,wakundo,apostrophe_rule
17434,Kwaki kwaw'enikotia huw'o?,kwaw'enikotia,kwawenikotia,apostrophe_rule
17434,Kwaki kwaw'enikotia huw'o?,huw'o,huwo,apostrophe_rule
17437,Ongilwa ni w'uchafu ghwa madu,w'uchafu,wuchafu,apostrophe_rule
17438,Naw'ekunda niche idimie nichekukuroghua.,Naw'ekunda,Nawekunda,apostrophe_rule
17443,Nembe kogua vadu viw'ishi?,viw'ishi,viwishi,apostrophe_rule
17444,Koka na w'usu na ndeghuboie,w'usu,wusu,apostrophe_rule
17445,Naw'adwa ni dilo huw'u naw'edungumia,Naw'adwa,Nawadwa,apostrophe_rule
17445,Naw'adwa ni dilo huw'u naw'edungumia,huw'u,huwu,apostrophe_rule
17445,Naw'adwa ni dilo huw'u naw'edungumia,naw'edungumia,nawedungumia,apostrophe_rule
17447,Iyo nguw'o siw'eikunda,nguw'o,nguwo,apostrophe_rule
17447,Iyo nguw'o siw'eikunda,siw'eikunda,siweikunda,apostrophe_rule
17448,Koka na w'uaya shuu.,w'uaya,wuaya,apostrophe_rule
17450,Isi deka w'andu waw'i nyumbenyi.,w'andu,wandu,apostrophe_rule
17450,Isi deka w'andu waw'i nyumbenyi.,waw'i,wawi,apostrophe_rule
17453,Idime inimoni ninyi naw'eja magome gha chama,naw'eja,naweja,apostrophe_rule
17455,Kifula nguw'o disekaie na kindo chingi chebonya,nguw'o,nguwo,apostrophe_rule
17456,Waenda kabadilisha nguw'o urwaeghe,nguw'o,nguwo,apostrophe_rule
17458,Mbeo idime yaw'ew'eta kweli.,yaw'ew'eta,yaweweta,apostrophe_rule
17461,Mao wasow'ekee kokala koni,wasow'ekee,wasowekee,apostrophe_rule
17465,W'ana w'a skulu w'adafuma saa ikenda.,W'ana,Wana,apostrophe_rule
17465,W'ana w'a skulu w'adafuma saa ikenda.,w'a,wa,apostrophe_rule
17465,W'ana w'a skulu w'adafuma saa ikenda.,w'adafuma,wadafuma,apostrophe_rule
17466,Nyumba ew'uduka iabidi diaghe zima,ew'uduka,ewuduka,apostrophe_rule
17467,Apa ololw'ua w'aka w'adadu,ololw'ua,ololwua,apostrophe_rule
17467,Apa ololw'ua w'aka w'adadu,w'aka,waka,apostrophe_rule
17467,Apa ololw'ua w'aka w'adadu,w'adadu,wadadu,apostrophe_rule
17469,Mwana wa Mwakazi nio uw'urie chifu.,uw'urie,uwurie,apostrophe_rule
17470,Ini naw'ekunda kunidungie mariw'a ghamu.,naw'ekunda,nawekunda,apostrophe_rule
17470,Ini naw'ekunda kunidungie mariw'a ghamu.,mariw'a,mariwa,apostrophe_rule
17474,Kasanu naw'ekunda nivike Nairobi.,naw'ekunda,nawekunda,apostrophe_rule
17475,Kwaki kukurilo ni ngolo huw'o?,huw'o,huwo,apostrophe_rule
17477,Ini ni mwana wa kaw'i mzedu.,kaw'i,kawi,apostrophe_rule
17482,Mee Mwadime oka na kiw'anda chake sokonyi,kiw'anda,kiwanda,apostrophe_rule
17484,Ow'adilwa ni chovu kachika mbaru,Ow'adilwa,Owadilwa,apostrophe_rule
17485,Naog'osha mpaka kiwonu chapo chasilwa.,Naog'osha,Naogosha,apostrophe_rule
17487,Uhu mwana olelwa kisha ni w'avi wake.,w'avi,wavi,apostrophe_rule
17490,Kamba yeanika nguw'o yetakuka.,nguw'o,nguwo,apostrophe_rule
17492,Ndekuw'emanya kwaduka kii chongo?,Ndekuw'emanya,Ndekuwemanya,apostrophe_rule
17493,Kua vishiki nama kuw'e soko,kuw'e,kuwe,apostrophe_rule
17494,Ghenda kuinje nguw'o shighadi vua yaw'enya,nguw'o,nguwo,apostrophe_rule
17494,Ghenda kuinje nguw'o shighadi vua yaw'enya,yaw'enya,yawenya,apostrophe_rule
17495,Nikasikira chumbo ra Kidaw'ida nadapoilwa.,Kidaw'ida,Kidawida,apostrophe_rule
17496,Lekana na omoni w'ele kwani kwaw'emlazimisha?,w'ele,wele,apostrophe_rule
17496,Lekana na omoni w'ele kwani kwaw'emlazimisha?,kwaw'emlazimisha,kwawemlazimisha,apostrophe_rule
17499,Oka na lubio ngera ulow'olwa na nani?,ulow'olwa,ulowolwa,apostrophe_rule
17500,Oka ighade simanyaa ngera ulow'oa.,ulow'oa,ulowoa,apostrophe_rule
17501,W'andu w'isekutesiagha sighana naw'o.,W'andu,Wandu,apostrophe_rule
17501,W'andu w'isekutesiagha sighana naw'o.,w'isekutesiagha,wisekutesiagha,apostrophe_rule
17501,W'andu w'isekutesiagha sighana naw'o.,naw'o,nawo,apostrophe_rule
17502,W'aghenyi w'apo nadaw'ibonyera mecha,W'aghenyi,Waghenyi,apostrophe_rule
17502,W'aghenyi w'apo nadaw'ibonyera mecha,w'apo,wapo,apostrophe_rule
17502,W'aghenyi w'apo nadaw'ibonyera mecha,nadaw'ibonyera,nadawibonyera,apostrophe_rule
17509,W'anidu w'alow'olo putu ni inimoni nasigharika,W'anidu,Wanidu,apostrophe_rule
17509,W'anidu w'alow'olo putu ni inimoni nasigharika,w'alow'olo,walowolo,apostrophe_rule
17511,Kokoto raw'ebarwa modenyi,raw'ebarwa,rawebarwa,apostrophe_rule
17514,Ikanisa jaw'eaghwa sena wu'wi'shi,jaw'eaghwa,jaweaghwa,apostrophe_rule
17514,Ikanisa jaw'eaghwa sena wu'wi'shi,wu'wi'shi,wuwishi,apostrophe_rule
17515,Ndembo reaw'eoma kwasababu ya iruw'a,reaw'eoma,reaweoma,apostrophe_rule
17515,Ndembo reaw'eoma kwasababu ya iruw'a,iruw'a,iruwa,apostrophe_rule
17516,Marughu ghew'urwa ata ghaw'ejighwa ni saw'au,ghew'urwa,ghewurwa,apostrophe_rule
17516,Marughu ghew'urwa ata ghaw'ejighwa ni saw'au,ata,hata,confirmed_correction
17516,Marughu ghew'urwa ata ghaw'ejighwa ni saw'au,ghaw'ejighwa,ghawejighwa,apostrophe_rule
17516,Marughu ghew'urwa ata ghaw'ejighwa ni saw'au,saw'au,sawau,apostrophe_rule
17518,Wadaw'ida dilow'uane diweni kwa diw'eni.,Wadaw'ida,Wadawida,apostrophe_rule
17518,Wadaw'ida dilow'uane diweni kwa diw'eni.,dilow'uane,dilowuane,apostrophe_rule
17518,Wadaw'ida dilow'uane diweni kwa diw'eni.,diw'eni,diweni,apostrophe_rule
17522,Funya nguw'o kijunyi kurianike iruw'enyi,nguw'o,nguwo,apostrophe_rule
17522,Funya nguw'o kijunyi kurianike iruw'enyi,iruw'enyi,iruwenyi,apostrophe_rule
17523,Idime marundu ghafunika iruw'a,iruw'a,iruwa,apostrophe_rule
17525,Nyonyi raweagha vijungu vaw'o na nyasi,vaw'o,vawo,apostrophe_rule
17526,Mwasikira agha ghaw'oneka Josa?,ghaw'oneka,ghawoneka,apostrophe_rule
17528,Ow'uadwa ni w'ukongo ughu mbaa.,Ow'uadwa,Owuadwa,apostrophe_rule
17528,Ow'uadwa ni w'ukongo ughu mbaa.,w'ukongo,wukongo,apostrophe_rule
17531,Kobanda zaidi ata nguw'o nderiw'ekukata.,ata,hata,confirmed_correction
17531,Kobanda zaidi ata nguw'o nderiw'ekukata.,nguw'o,nguwo,apostrophe_rule
17531,Kobanda zaidi ata nguw'o nderiw'ekukata.,nderiw'ekukata,nderiwekukata,apostrophe_rule
17532,Kwadarume kwani huwu ndekuw'eja?,ndekuw'eja,ndekuweja,apostrophe_rule
17533,Mswara ghwaw'elungua irikonyi.,ghwaw'elungua,ghwawelungua,apostrophe_rule
17539,Wa'we'nuka kisaya shuu,Wa'we'nuka,Wawenuka,apostrophe_rule
17541,Mghongo ghw'apo ghw'asilwa kwasababu efua.,ghw'apo,ghwapo,apostrophe_rule
17541,Mghongo ghw'apo ghw'asilwa kwasababu efua.,ghw'asilwa,ghwasilwa,apostrophe_rule
17542,Naw'ejighwa ni chongo shuu.,Naw'ejighwa,Nawejighwa,apostrophe_rule
17544,Naw'ew'aw'wa ni vitemberu,Naw'ew'aw'wa,Nawewawwa,apostrophe_rule
17549,W'ana w'atini lazima w'idungo sindano.,W'ana,Wana,apostrophe_rule
17549,W'ana w'atini lazima w'idungo sindano.,w'atini,watini,apostrophe_rule
17549,W'ana w'atini lazima w'idungo sindano.,w'idungo,widungo,apostrophe_rule
17553,W'anikalia w'ikanija magome ghapo.,W'anikalia,Wanikalia,apostrophe_rule
17553,W'anikalia w'ikanija magome ghapo.,w'ikanija,wikanija,apostrophe_rule
17554,Narughudia sana huw'o nekunda kuogha.,huw'o,huwo,apostrophe_rule
17555,W'edoiw'wa nakio w'ikakalow'olwa,W'edoiw'wa,Wedoiwwa,apostrophe_rule
17555,W'edoiw'wa nakio w'ikakalow'olwa,w'ikakalow'olwa,wikakalowolwa,apostrophe_rule
17557,Rugha mnyango wandu wi'sekediwona,wi'sekediwona,wisekediwona,apostrophe_rule
17558,Jingi isiw'onie mwai ungi ughokie sa oho,isiw'onie,isiwonie,apostrophe_rule
17559,Siwo'nie mdawana ungi ughokie sa oho,Siwo'nie,Siwonie,apostrophe_rule
17561,Idamwaa niko waw'enizera kedi w'aw'ehangaika.,waw'enizera,wawenizera,apostrophe_rule
17561,Idamwaa niko waw'enizera kedi w'aw'ehangaika.,w'aw'ehangaika,wawehangaika,apostrophe_rule
17563,Ata inimoni ndokuna mndungi unitesiagha,Ata,Hata,confirmed_correction
17564,Siw'ekunda kuskira kwabonya uw'o sena.,Siw'ekunda,Siwekunda,apostrophe_rule
17564,Siw'ekunda kuskira kwabonya uw'o sena.,uw'o,uwo,apostrophe_rule
17565,Ghuja mvuto ghw'apo ghw'a kaki ghoko hao?,ghw'apo,ghwapo,apostrophe_rule
17565,Ghuja mvuto ghw'apo ghw'a kaki ghoko hao?,ghw'a,ghwa,apostrophe_rule
17568,Uw'u siw'ekunda kuw'uye kwapo sena.,Uw'u,Uwu,apostrophe_rule
17568,Uw'u siw'ekunda kuw'uye kwapo sena.,siw'ekunda,siwekunda,apostrophe_rule
17568,Uw'u siw'ekunda kuw'uye kwapo sena.,kuw'uye,kuwuye,apostrophe_rule
17569,Mayo olegha kusekejagha mzinyi kwa w'andu,w'andu,wandu,apostrophe_rule
17571,Malagho ghaka mengi w'akundwa.,w'akundwa,wakundwa,apostrophe_rule
17572,Idime ni ituku japo jefua nguw'o.,nguw'o,nguwo,apostrophe_rule
17573,Kukaniw'ona nawo'ka kufua nguwo niko kufuagha rako,Kukaniw'ona,Kukaniwona,apostrophe_rule
17573,Kukaniw'ona nawo'ka kufua nguwo niko kufuagha rako,nawo'ka,nawoka,apostrophe_rule
17575,Uhu mwana wa w'aka ndena ishima putu,w'aka,waka,apostrophe_rule
17577,Vadu vapo vose ni viw'ishi.,viw'ishi,viwishi,apostrophe_rule
17579,Mori ghwa ikumi na iw'i dika na ikusanyiko mzinyi,iw'i,iwi,apostrophe_rule
17580,Seji kukunde magome ata ini naghikunde,ata,hata,confirmed_correction
17582,Itamwaa siwe'lazimisha mndungi unibonyere ilagho,siwe'lazimisha,siwelazimisha,apostrophe_rule
17584,Bonya shwaa ata ini neko na chaghu chimu.,ata,hata,confirmed_correction
17585,Vadu vapo vejighwa ni mbew'a,mbew'a,mbewa,apostrophe_rule
17588,Daw'enywa chai na kii?,Daw'enywa,Dawenywa,apostrophe_rule
17590,W'ei ni ini nibonyere ukakabana na mumi wake,W'ei,Wei,apostrophe_rule
17592,Ndee nio waw'euza mbuw'a,waw'euza,waweuza,apostrophe_rule
17592,Ndee nio waw'euza mbuw'a,mbuw'a,mbuwa,apostrophe_rule
17595,Vitoi vawa'dwa awaja we'iwi'eghe mburi ra Mwarigha,vawa'dwa,vawadwa,apostrophe_rule
17595,Vitoi vawa'dwa awaja we'iwi'eghe mburi ra Mwarigha,we'iwi'eghe,weiwieghe,apostrophe_rule
17596,W'adaw'ida w'eka na w'ai w'ighokie.,W'adaw'ida,Wadawida,apostrophe_rule
17596,W'adaw'ida w'eka na w'ai w'ighokie.,w'eka,weka,apostrophe_rule
17596,W'adaw'ida w'eka na w'ai w'ighokie.,w'ai,wai,apostrophe_rule
17596,W'adaw'ida w'eka na w'ai w'ighokie.,w'ighokie,wighokie,apostrophe_rule
17599,Ulow'olwa mandu alinga nama utulie w'ele?,Ulow'olwa,Ulowolwa,apostrophe_rule
17599,Ulow'olwa mandu alinga nama utulie w'ele?,w'ele,wele,apostrophe_rule
17600,Mka ufulo ni mumi wake ni mkiw'a,mkiw'a,mkiwa,apostrophe_rule
17602,Kuniwu'njire nguw'o rapo mbishi kuche kushoo marasi ghako,Kuniwu'njire,Kuniwunjire,apostrophe_rule
17602,Kuniwu'njire nguw'o rapo mbishi kuche kushoo marasi ghako,nguw'o,nguwo,apostrophe_rule
17603,Kobukwa ni maburuburu gha w'ushu,w'ushu,wushu,apostrophe_rule
17604,Niw'uya baadae nikameria kudaya machi,Niw'uya,Niwuya,apostrophe_rule
17606,Oghosha iyo meza nama kuw'ike vindo,kuw'ike,kuwike,apostrophe_rule
17607,Nifuye wu'ghoma apa siwu'riagha sena,wu'ghoma,wughoma,apostrophe_rule
17607,Nifuye wu'ghoma apa siwu'riagha sena,siwu'riagha,siwuriagha,apostrophe_rule
17608,Niaw'ikalia w'ose putu mana w'ianikaba,Niaw'ikalia,Niawikalia,apostrophe_rule
17608,Niaw'ikalia w'ose putu mana w'ianikaba,w'ose,wose,apostrophe_rule
17608,Niaw'ikalia w'ose putu mana w'ianikaba,w'ianikaba,wianikaba,apostrophe_rule
17609,Nedeenda marikonyi da niko naw'uya,naw'uya,nawuya,apostrophe_rule
17610,Wa'ndu wa kishushe wa'zaie chovu raw'o putu,Wa'ndu,Wandu,apostrophe_rule
17610,Wa'ndu wa kishushe wa'zaie chovu raw'o putu,wa'zaie,wazaie,apostrophe_rule
17610,Wa'ndu wa kishushe wa'zaie chovu raw'o putu,raw'o,rawo,apostrophe_rule
17613,Kalemwa ndekushomagha kuw'uya masikini.,kuw'uya,kuwuya,apostrophe_rule
17617,Neka na matatizo kweli aw'ai.,aw'ai,awai,apostrophe_rule
17620,Siw'emanya ni lii niendie ikanisenyi.,Siw'emanya,Siwemanya,apostrophe_rule
17621,Mwaw'u wapo niko wa'w'elow'oa itanaa.,Mwaw'u,Mwawu,apostrophe_rule
17621,Mwaw'u wapo niko wa'w'elow'oa itanaa.,wa'w'elow'oa,wawelowoa,apostrophe_rule
17623,Nedeghesha w'ei mundu kazoghoa wadaka na magome pacha,w'ei,wei,apostrophe_rule
17625,Siw'ekunda kuw'uya nanyuma putu.,Siw'ekunda,Siwekunda,apostrophe_rule
17625,Siw'ekunda kuw'uya nanyuma putu.,kuw'uya,kuwuya,apostrophe_rule
17628,Kwaki kwakaba mbenyu nandighi huw'o?,huw'o,huwo,apostrophe_rule
17630,Mashomo ghapo nigho naw'eghizighana,naw'eghizighana,naweghizighana,apostrophe_rule
17631,Iri nguw'o ni ndini sana ata simukagha kumeria,nguw'o,nguwo,apostrophe_rule
17631,Iri nguw'o ni ndini sana ata simukagha kumeria,ata,hata,confirmed_correction
17632,Kadia mariw'a niakushoghonoa,mariw'a,mariwa,apostrophe_rule
17634,Nguw'o rako rewa'da zilo,Nguw'o,Nguwo,apostrophe_rule
17634,Nguw'o rako rewa'da zilo,rewa'da,rewada,apostrophe_rule
17635,Kwaki kwaw'echamba imbiri ya w'andu?,kwaw'echamba,kwawechamba,apostrophe_rule
17635,Kwaki kwaw'echamba imbiri ya w'andu?,w'andu,wandu,apostrophe_rule
17637,Ghenda kuoghe kwawe'didia kisha,kwawe'didia,kwawedidia,apostrophe_rule
